0;46 21 16 13 12 35 39 40 40 40 41 42 42 42 42 44 43 43 44 44 44 43 43 44 44 45 45 44 44 44 44 43 43 42 42 40 41 40 40 40 39 38 34 31 18 20 24 28 44 30 25 33 36 37 36 37 37 38 40 39 38 39 40 39 40 39 39 40 40 40 40 40 40 40 40 40 40 40 40 40 40 39 39 39 39 39 38 39 37 37 37 36 37 34 32 28
0;47 39 36 21 24 25 32 40 41 41 42 43 43 42 43 43 43 44 45 45 44 45 45 45 47 46 46 46 47 46 46 45 45 44 44 42 42 42 41 40 39 39 38 38 36 29 26 31 45 34 34 38 40 39 40 39 40 41 40 40 40 41 42 41 42 42 41 42 43 43 43 42 41 42 41 41 41 41 42 42 42 42 42 41 42 40 41 41 41 40 41 41 40 38 37 31
0;47 36 29 33 38 41 42 43 42 42 42 44 44 44 45 46 45 46 45 45 47 46 46 47 47 47 47 47 45 46 46 46 44 46 44 46 45 45 45 44 44 44 43 42 42 42 38 34 43 33 41 42 42 43 44 44 44 43 44 44 44 44 45 43 44 45 43 43 44 45 45 45 44 45 45 45 45 44 45 44 44 44 44 44 44 42 44 44 44 44 43 43 43 43 41 39
0;46 36 28 34 39 40 41 42 42 42 43 43 44 45 45 45 46 46 46 45 47 47 47 47 47 47 47 47 46 46 46 46 45 46 44 45 44 44 45 45 44 44 42 42 41 41 37 33 47 34 41 43 42 43 43 44 44 44 44 43 44 44 44 43 44 45 43 44 44 44 45 44 44 45 45 45 45 44 45 44 44 45 43 44 42 42 44 43 43 43 43 43 42 42 42 38
0;45 35 29 37 40 41 42 41 43 43 43 44 44 45 45 45 46 46 46 45 46 47 47 47 47 47 47 47 45 46 46 46 45 46 44 45 45 45 45 44 44 44 44 42 41 41 38 33 46 33 41 43 43 44 42 44 44 43 44 44 44 44 44 44 44 45 44 44 44 44 44 44 44 45 45 45 45 45 44 45 44 45 44 44 43 44 44 44 43 43 43 43 43 44 42 38
0;44 32 31 38 41 41 42 42 43 43 44 44 45 45 45 45 46 46 46 47 47 46 47 47 47 47 47 47 45 46 46 46 46 45 45 45 44 45 46 44 44 44 44 42 41 41 36 32 47 33 42 43 43 44 43 44 44 43 44 44 44 44 44 44 44 43 44 44 44 44 44 45 45 44 45 45 45 45 45 44 43 44 44 44 44 44 44 43 43 43 44 44 43 42 43 40
0;48 33 29 40 40 41 42 43 42 43 44 44 44 45 45 46 45 45 46 46 46 47 47 47 47 48 46 46 46 46 46 46 45 45 45 44 46 44 44 44 45 44 43 43 41 41 34 33 40 38 43 43 43 43 44 43 44 44 43 44 45 44 44 44 44 44 44 44 44 44 44 45 45 45 45 45 45 45 44 44 45 44 43 44 44 44 44 44 43 43 44 42 43 42 43 38
0;47 26 22 39 40 41 41 42 42 43 45 46 44 46 45 46 46 47 47 47 47 46 47 46 46 46 46 45 46 46 45 45 45 45 44 45 44 44 41 41 41 43 43 42 42 42 40 37 38 37 42 44 43 44 44 44 44 43 44 44 43 44 44 44 44 44 44 44 44 44 44 44 44 43 44 45 45 45 45 45 45 45 44 44 43 43 44 43 42 42 42 43 43 42 39 34
0;44 28 23 40 41 40 41 41 42 44 43 44 45 46 46 46 47 47 47 47 47 47 47 47 47 47 47 45 46 46 46 46 45 45 45 45 45 45 44 43 41 41 40 42 42 42 40 36 46 32 42 43 42 43 44 44 44 44 43 44 43 44 43 44 44 44 44 44 45 44 45 44 45 44 44 45 45 45 44 44 44 44 45 44 44 44 43 43 43 43 43 42 43 42 41 38
0;48 32 27 34 38 41 42 43 44 43 44 45 45 46 46 46 47 47 47 47 47 47 47 47 47 47 47 47 46 46 46 46 46 46 44 46 44 45 45 45 42 40 38 41 41 41 40 36 48 36 41 43 43 44 44 44 44 44 44 43 44 44 44 44 43 44 44 45 43 43 44 44 44 43 44 45 45 45 45 45 45 45 45 44 44 44 44 42 43 43 42 43 43 43 42 40
0;45 35 29 35 36 41 41 42 43 44 44 45 45 44 45 46 46 47 46 47 47 47 47 47 47 47 47 46 46 46 46 45 46 46 44 46 44 46 45 45 43 40 38 40 41 40 41 37 47 37 40 42 43 44 44 44 44 44 44 44 44 44 45 43 44 43 44 44 44 44 44 44 44 45 44 45 45 45 45 45 45 45 44 43 43 44 44 43 42 43 42 42 42 42 41 39
0;46 27 22 38 40 40 40 41 43 43 44 45 46 45 47 47 48 48 47 47 47 47 47 47 47 47 46 46 46 46 46 46 44 46 45 45 44 45 42 42 41 42 43 42 42 42 41 38 47 34 42 43 44 43 43 44 43 45 43 44 43 44 44 44 44 43 45 44 44 44 44 45 44 45 43 45 45 45 45 45 44 45 44 44 44 44 44 44 42 42 42 42 43 42 42 38
0;45 34 30 30 39 40 41 40 40 42 42 41 41 43 44 43 43 42 43 43 43 44 44 45 44 44 45 43 44 43 43 43 42 42 43 43 43 42 42 43 42 41 38 37 33 29 23 28 41 32 30 39 38 41 41 41 42 41 42 40 41 41 43 43 42 42 42 43 43 42 42 42 42 42 42 42 42 42 42 41 42 40 42 41 42 42 41 41 41 42 41 40 39 39 35 25
0;45 27 23 36 40 41 40 41 42 43 44 45 45 45 46 47 47 48 47 47 47 47 47 47 47 47 46 46 46 46 46 45 45 46 45 45 44 45 42 42 42 42 43 42 42 42 41 37 46 33 41 43 44 44 43 44 43 45 43 44 44 44 44 44 45 43 44 44 44 44 44 45 44 45 43 44 44 45 45 45 45 45 44 44 43 43 44 44 43 42 42 42 42 42 41 38
0;40 27 26 40 40 41 40 42 43 44 44 45 45 46 45 47 47 48 48 47 47 47 47 47 47 47 47 46 46 46 46 45 46 46 44 46 44 45 43 42 40 42 40 42 41 41 40 36 47 35 42 44 44 43 43 44 44 44 44 44 44 44 44 43 44 45 43 43 44 44 44 44 44 44 43 44 45 44 44 45 45 44 45 44 44 44 43 43 42 42 42 42 43 42 41 38
0;37 27 33 40 40 42 42 42 43 43 44 43 45 46 45 45 47 47 47 47 47 47 47 47 47 46 46 46 46 46 46 45 46 46 45 46 44 45 43 41 41 41 43 42 42 41 41 36 46 33 42 44 43 43 43 44 44 44 44 44 44 44 44 44 44 44 44 45 44 44 44 44 44 44 44 45 45 45 45 45 45 45 45 44 44 44 44 43 42 42 42 43 43 42 40 36
0;44 31 27 38 41 42 42 43 43 44 44 45 45 45 47 46 47 47 47 47 47 47 47 47 47 48 47 47 47 46 46 46 45 46 45 45 45 44 45 43 40 42 42 43 43 41 41 37 47 36 41 44 44 43 44 44 44 44 44 45 45 44 44 44 44 45 44 45 44 45 44 45 44 45 44 44 45 45 45 45 45 44 45 45 44 44 43 44 43 44 43 44 43 42 41 40
0;41 26 21 39 41 40 41 41 42 44 45 45 45 46 47 46 47 47 47 47 47 47 47 47 47 47 46 47 46 46 46 46 46 45 45 45 44 43 42 42 42 42 43 42 42 42 42 36 43 36 41 44 44 42 44 43 44 44 45 44 44 44 44 43 44 44 44 44 43 43 43 45 43 43 43 44 44 45 45 45 45 45 45 44 44 43 44 43 42 43 43 42 43 42 42 39
0;45 38 36 37 39 41 40 42 44 44 43 45 45 45 46 46 46 46 46 46 47 46 47 46 46 47 47 47 46 46 46 46 45 45 46 46 46 46 45 44 45 44 44 44 40 33 37 33 46 39 41 42 43 43 44 44 44 44 44 44 44 45 44 44 45 45 44 44 44 44 45 43 44 44 45 45 45 45 45 45 45 45 45 45 44 43 44 43 44 43 44 43 43 42 41 39
0;44 29 30 35 40 41 41 42 43 43 44 45 44 45 46 47 46 47 47 47 47 47 47 47 47 47 46 47 46 46 45 46 45 45 45 45 45 46 44 44 42 40 40 40 42 41 39 37 47 34 40 43 43 44 44 44 43 44 44 44 45 43 44 43 44 43 44 44 44 43 44 43 44 45 44 44 45 45 46 45 45 45 45 45 44 44 43 42 44 43 42 42 42 42 42 38
0;42 27 23 37 39 40 40 41 42 44 43 44 45 46 45 47 47 47 47 47 47 47 47 47 47 47 47 46 46 46 45 44 46 46 45 46 44 45 43 42 41 40 41 42 42 42 40 36 47 33 41 43 43 43 44 44 43 44 43 44 44 44 44 44 43 44 43 42 43 44 44 44 44 44 44 44 44 45 44 44 44 44 44 44 44 44 43 44 43 42 42 42 42 42 40 38
0;40 27 22 36 40 41 40 41 42 44 43 44 45 45 45 47 47 47 47 47 47 47 47 47 47 47 46 46 46 46 45 45 44 46 44 46 44 45 43 41 40 42 42 42 41 41 40 36 46 32 41 43 43 43 44 43 44 43 44 44 44 44 44 42 44 45 43 44 44 44 44 44 44 44 43 44 44 44 44 44 44 44 44 44 43 43 43 44 42 42 41 42 42 41 41 36
0;44 32 26 36 41 40 40 42 43 43 43 44 44 44 46 46 46 47 47 48 48 47 47 47 47 47 47 47 46 46 46 44 45 45 45 45 45 45 44 44 41 41 40 41 41 41 40 36 46 36 42 42 42 42 44 44 43 43 44 43 44 43 44 43 44 44 44 44 45 44 44 45 44 44 44 45 45 45 45 44 45 45 44 44 44 44 43 42 44 44 42 42 42 42 41 37
0;47 38 33 38 36 36 39 39 41 42 43 43 43 43 43 44 42 44 43 44 43 44 44 43 44 44 44 45 45 45 45 45 45 45 45 45 43 44 42 40 39 40 39 38 38 37 29 28 40 27 29 36 40 42 42 43 42 44 42 43 42 42 43 43 43 42 42 44 43 44 44 44 44 45 44 45 45 44 45 43 43 43 44 43 42 42 42 41 41 41 39 39 40 39 37 32
